Search,Study,Experiment,Dataset,Reference,Type,Culture,Mixed culture species IDs (strains),ID,Strain,Order,Family,Genus,Species,Growth medium,Type of fermentation,Final electron acceptor,Initial pH,Fermentation products listed,(An)aerobic?,Test temp (K),Variable 2,Variable 2 value,Variable 2 units,Variable 3,Variable 3 value,Variable 3 units,Rate_type,Rate,Rate units,1_kT,ln_rate
6,24,24-B,24-B-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga petrophila,RKU-1T,Thermotogales,Thermotogaceae,Thermotoga,petrophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,337.4132,,,,,,,Specific growth,0.3245,/h,34.3939328,-1.125469743
6,24,24-B,24-B-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga petrophila,RKU-1T,Thermotogales,Thermotogaceae,Thermotoga,petrophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,342.4692,,,,,,,Specific growth,0.4578,/h,33.88616239,-0.781322871
6,24,24-B,24-B-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga petrophila,RKU-1T,Thermotogales,Thermotogaceae,Thermotoga,petrophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,347.3696,,,,,,,Specific growth,0.5543,/h,33.40812473,-0.590049223
6,24,24-B,24-B-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga petrophila,RKU-1T,Thermotogales,Thermotogaceae,Thermotoga,petrophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,352.5856,,,,,,,Specific growth,0.7793,/h,32.91389928,-0.249359198
6,28,28-A,28-A-01,"Holliger C, Schraa G, Stams AJM, Zehnder AJB (1993).  A highly purified enrichment culture couples the reductive dechlorination of tetrachloroethene to growth.  Applied and Environmental Microbiology 59(9):2991-2997.",Reducer,Pure,,PER-K23,,,,,,Tetrachloroethene,Batch fermentation,,,"Ethane, chloride",Anaerobic,289.3875,,,,,,,Specific growth,1.316,/h,40.10182515,0.274596833
6,28,28-A,28-A-01,"Holliger C, Schraa G, Stams AJM, Zehnder AJB (1993).  A highly purified enrichment culture couples the reductive dechlorination of tetrachloroethene to growth.  Applied and Environmental Microbiology 59(9):2991-2997.",Reducer,Pure,,PER-K23,,,,,,Tetrachloroethene,Batch fermentation,,,"Ethane, chloride",Anaerobic,289.3862,,,,,,,Specific growth,1.3716,/h,40.1020053,0.315977942
6,28,28-A,28-A-01,"Holliger C, Schraa G, Stams AJM, Zehnder AJB (1993).  A highly purified enrichment culture couples the reductive dechlorination of tetrachloroethene to growth.  Applied and Environmental Microbiology 59(9):2991-2997.",Reducer,Pure,,PER-K23,,,,,,Tetrachloroethene,Batch fermentation,,,"Ethane, chloride",Anaerobic,289.3843,,,,,,,Specific growth,1.4668,/h,40.1022686,0.383083157
6,28,28-A,28-A-01,"Holliger C, Schraa G, Stams AJM, Zehnder AJB (1993).  A highly purified enrichment culture couples the reductive dechlorination of tetrachloroethene to growth.  Applied and Environmental Microbiology 59(9):2991-2997.",Reducer,Pure,,PER-K23,,,,,,Tetrachloroethene,Batch fermentation,,,"Ethane, chloride",Anaerobic,293.3456,,,,,,,Specific growth,1.516,/h,39.56073289,0.416075287
6,28,28-A,28-A-01,"Holliger C, Schraa G, Stams AJM, Zehnder AJB (1993).  A highly purified enrichment culture couples the reductive dechlorination of tetrachloroethene to growth.  Applied and Environmental Microbiology 59(9):2991-2997.",Reducer,Pure,,PER-K23,,,,,,Tetrachloroethene,Batch fermentation,,,"Ethane, chloride",Anaerobic,293.3416,,,,,,,Specific growth,1.7065,/h,39.56127234,0.534444489
6,28,28-A,28-A-01,"Holliger C, Schraa G, Stams AJM, Zehnder AJB (1993).  A highly purified enrichment culture couples the reductive dechlorination of tetrachloroethene to growth.  Applied and Environmental Microbiology 59(9):2991-2997.",Reducer,Pure,,PER-K23,,,,,,Tetrachloroethene,Batch fermentation,,,"Ethane, chloride",Anaerobic,298.2334,,,,,,,Specific growth,2.3672,/h,38.91236503,0.861707822
6,28,28-A,28-A-01,"Holliger C, Schraa G, Stams AJM, Zehnder AJB (1993).  A highly purified enrichment culture couples the reductive dechlorination of tetrachloroethene to growth.  Applied and Environmental Microbiology 59(9):2991-2997.",Reducer,Pure,,PER-K23,,,,,,Tetrachloroethene,Batch fermentation,,,"Ethane, chloride",Anaerobic,298.2925,,,,,,,Specific growth,2.5457,/h,38.90465542,0.934405661
7,32,32-A,32-A-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,Klebsiella oxytoca,A1,Enterobacteriales,Enterobacteriaceae,Klebsiella,oxytoca,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,298.5520227,,,,,,,Specific growth,0.153094485,/h,38.87083672,-1.876699999
7,32,32-A,32-A-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,Klebsiella oxytoca,A1,Enterobacteriales,Enterobacteriaceae,Klebsiella,oxytoca,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,295.8317309,,,,,,,Specific growth,0.114097721,/h,39.2282697,-2.170699996
7,32,32-A,32-A-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,Klebsiella oxytoca,A1,Enterobacteriales,Enterobacteriaceae,Klebsiella,oxytoca,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,292.8772259,,,,,,,Specific growth,0.071183089,/h,39.62399907,-2.642500003
7,32,32-A,32-A-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,Klebsiella oxytoca,A1,Enterobacteriales,Enterobacteriaceae,Klebsiella,oxytoca,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,289.7878753,,,,,,,Specific growth,0.049040931,/h,40.04641986,-3.015100003
7,32,32-A,32-A-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,Klebsiella oxytoca,A1,Enterobacteriales,Enterobacteriaceae,Klebsiella,oxytoca,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,286.5493725,,,,,,,Specific growth,0.030610873,/h,40.49901357,-3.486400006
7,32,32-B,32-B-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,E3,,,,,,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,290.2420619,,,,,,,Specific growth,0.084745723,/h,39.98375304,-2.4681
7,32,32-B,32-B-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,E3,,,,,,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,287.4554444,,,,,,,Specific growth,0.061127099,/h,40.37135894,-2.794799992
7,32,32-B,32-B-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,E3,,,,,,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,284.6488856,,,,,,,Specific growth,0.054453944,/h,40.76940931,-2.910399999
7,32,32-B,32-B-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,E3,,,,,,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,281.7695125,,,,,,,Specific growth,0.037265027,/h,41.18602763,-3.289700006
7,32,32-B,32-B-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,E3,,,,,,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,278.6757329,,,,,,,Specific growth,0.026197272,/h,41.64326332,-3.642099996
7,32,32-B,32-B-01,"Ogilvie BG, Rutter M, Nedwill DB (1997).  Selection by temperature of nitrate-reducing bacteria from estuarine sediments: Species composition and competition for nitrate.  FEMS Microbiology Ecology 23(1):11-22.",Reducer,Pure,,E3,,,,,,Glucose,,Nitrate,,"Nitrite, ammonium, nitrous oxide",Anaerobic,276.2049441,,,,,,,Specific growth,0.020179259,/h,42.01578275,-3.903099984
7,34,34-A,34-A-01,"Erauso G, Reysenbach AL, Godfroy A, Meunier JR, Crump B, Partensky F, Baross JA, Marteinsson V, Barbier G, Pace NR, Prieur D (1993).  Pyrococcus abyssi sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent.  Archives of Microbiology 160(5):338-349.",,Pure,,Pyrococcus abyssi ,GE5,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,YPS,,,,"acetate, isovalerate, isobutyrate, propionate, H2 and CO2",Anaerobic,344.7553,,,,,,,Specific growth,0.1598,/h,33.66146054,-1.833832246
7,34,34-A,34-A-01,"Erauso G, Reysenbach AL, Godfroy A, Meunier JR, Crump B, Partensky F, Baross JA, Marteinsson V, Barbier G, Pace NR, Prieur D (1993).  Pyrococcus abyssi sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent.  Archives of Microbiology 160(5):338-349.",,Pure,,Pyrococcus abyssi ,GE5,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,YPS,,,,"acetate, isovalerate, isobutyrate, propionate, H2 and CO2",Anaerobic,349.9073,,,,,,,Specific growth,0.4009,/h,33.16583257,-0.914043259
7,34,34-A,34-A-01,"Erauso G, Reysenbach AL, Godfroy A, Meunier JR, Crump B, Partensky F, Baross JA, Marteinsson V, Barbier G, Pace NR, Prieur D (1993).  Pyrococcus abyssi sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent.  Archives of Microbiology 160(5):338-349.",,Pure,,Pyrococcus abyssi ,GE5,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,YPS,,,,"acetate, isovalerate, isobutyrate, propionate, H2 and CO2",Anaerobic,352.8242,,,,,,,Specific growth,0.5838,/h,32.89164101,-0.538196821
7,34,34-A,34-A-01,"Erauso G, Reysenbach AL, Godfroy A, Meunier JR, Crump B, Partensky F, Baross JA, Marteinsson V, Barbier G, Pace NR, Prieur D (1993).  Pyrococcus abyssi sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent.  Archives of Microbiology 160(5):338-349.",,Pure,,Pyrococcus abyssi ,GE5,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,YPS,,,,"acetate, isovalerate, isobutyrate, propionate, H2 and CO2",Anaerobic,357.9931,,,,,,,Specific growth,0.9861,/h,32.41673352,-0.01399751
7,35,35-A,35-A-01,"Ma J, Kobayashi DY, Yee N (2007).  Chemical kinetic and molecular genetic study of selenium oxyanion reduction by Enterobacter cloacae SLD1a-1.  Environmental Science & Technology 41(22):7795-7801.",Reducer,Pure,,Enterobacter cloacae,SLD1a-1,Enterobacteriales,Enterobacteriaceae,Enterobacter,cloacae,LB,,Selenate,7.2,Selenite,Anaerobic,296.826,,,,,,,Selenate reduction,1.6721,umol/min.g,39.09686795,0.514080321
7,35,35-A,35-A-01,"Ma J, Kobayashi DY, Yee N (2007).  Chemical kinetic and molecular genetic study of selenium oxyanion reduction by Enterobacter cloacae SLD1a-1.  Environmental Science & Technology 41(22):7795-7801.",Reducer,Pure,,Enterobacter cloacae,SLD1a-1,Enterobacteriales,Enterobacteriaceae,Enterobacter,cloacae,LB,,Selenate,7.2,Selenite,Anaerobic,300.5652,,,,,,,Selenate reduction,3.5082,umol/min.g,38.61048094,1.255103085
7,35,35-A,35-A-01,"Ma J, Kobayashi DY, Yee N (2007).  Chemical kinetic and molecular genetic study of selenium oxyanion reduction by Enterobacter cloacae SLD1a-1.  Environmental Science & Technology 41(22):7795-7801.",Reducer,Pure,,Enterobacter cloacae,SLD1a-1,Enterobacteriales,Enterobacteriaceae,Enterobacter,cloacae,LB,,Selenate,7.2,Selenite,Anaerobic,304.7391,,,,,,,Selenate reduction,5.9672,umol/min.g,38.0816473,1.786277806
7,35,35-B,35-B-01,"Ma J, Kobayashi DY, Yee N (2007).  Chemical kinetic and molecular genetic study of selenium oxyanion reduction by Enterobacter cloacae SLD1a-1.  Environmental Science & Technology 41(22):7795-7801.",Reducer,Pure,,Enterobacter cloacae,SLD1a-1,Enterobacteriales,Enterobacteriaceae,Enterobacter,cloacae,LB,,Selenite,7.2,Selenium,Anaerobic,297.0137,,,,,,,Selenite reduction,1.2793,umol/min.g,39.07216039,0.246313053
7,35,35-B,35-B-01,"Ma J, Kobayashi DY, Yee N (2007).  Chemical kinetic and molecular genetic study of selenium oxyanion reduction by Enterobacter cloacae SLD1a-1.  Environmental Science & Technology 41(22):7795-7801.",Reducer,Pure,,Enterobacter cloacae,SLD1a-1,Enterobacteriales,Enterobacteriaceae,Enterobacter,cloacae,LB,,Selenite,7.2,Selenium,Anaerobic,301.0446,,,,,,,Selenite reduction,1.6418,umol/min.g,38.54899548,0.495793201
7,35,35-B,35-B-01,"Ma J, Kobayashi DY, Yee N (2007).  Chemical kinetic and molecular genetic study of selenium oxyanion reduction by Enterobacter cloacae SLD1a-1.  Environmental Science & Technology 41(22):7795-7801.",Reducer,Pure,,Enterobacter cloacae,SLD1a-1,Enterobacteriales,Enterobacteriaceae,Enterobacter,cloacae,LB,,Selenite,7.2,Selenium,Anaerobic,304.9039,,,,,,,Selenite reduction,2.6972,umol/min.g,38.06106424,0.992214198
8,36,36-A,36-A-01,"Kitaura S, Nishimura N, Mimura A, Takahara Y (1992).  Isolation and characterization of a fast-growing, thermophilic, hydrogenotrophic methanogen.  Journal of Fermentation and Bioengineering 74(4):244-247.",Methane producer,Pure,,Methanobacterium sp.,,Methanobacteriales,Methanobacteriaceae,Methanobacterium,sp.,H2CO2,,CO2,7.4,Methane,Anaerobic,327.299,,,,,,,Specific growth,0.3429,/h,35.45677477,-1.07031642
8,36,36-A,36-A-01,"Kitaura S, Nishimura N, Mimura A, Takahara Y (1992).  Isolation and characterization of a fast-growing, thermophilic, hydrogenotrophic methanogen.  Journal of Fermentation and Bioengineering 74(4):244-247.",Methane producer,Pure,,Methanobacterium sp.,,Methanobacteriales,Methanobacteriaceae,Methanobacterium,sp.,H2CO2,,CO2,7.4,Methane,Anaerobic,329.6678,,,,,,,Specific growth,0.4548,/h,35.20200313,-0.787897517
8,36,36-A,36-A-01,"Kitaura S, Nishimura N, Mimura A, Takahara Y (1992).  Isolation and characterization of a fast-growing, thermophilic, hydrogenotrophic methanogen.  Journal of Fermentation and Bioengineering 74(4):244-247.",Methane producer,Pure,,Methanobacterium sp.,,Methanobacteriales,Methanobacteriaceae,Methanobacterium,sp.,H2CO2,,CO2,7.4,Methane,Anaerobic,332.7069,,,,,,,Specific growth,0.5423,/h,34.88045161,-0.611935925
9,37,37-A,37-A-01,"Greene AC, Patel BKC, Sheehy AJ (1997).  Deferribacter thermophilus gen. nov., sp. nov., a novel thermophilic manganese- and iron-reducing bacterium isolated from a petroleum reservoir.  International Journal of Systematic Bacteriology 47(2):505-509.",Reducer,Pure,,Deferribacter thermophilus,BMAT,Deferribacterales,Deferribacteraceae,Deferribacter,thermophilus,MnO2 and Yeast,,Manganese,7.1,,Anaerobic,323.0904,,,,,,,Specific growth,0.4683,/h,35.9186374,-0.758646163
9,37,37-A,37-A-01,"Greene AC, Patel BKC, Sheehy AJ (1997).  Deferribacter thermophilus gen. nov., sp. nov., a novel thermophilic manganese- and iron-reducing bacterium isolated from a petroleum reservoir.  International Journal of Systematic Bacteriology 47(2):505-509.",Reducer,Pure,,Deferribacter thermophilus,BMAT,Deferribacterales,Deferribacteraceae,Deferribacter,thermophilus,MnO2 and Yeast,,Manganese,7.1,,Anaerobic,327.9525,,,,,,,Specific growth,0.6335,/h,35.38612124,-0.456495279
9,38,38-A,38-A-01,"Slobodkin A, Tourova TP, Kuznetsov BB, Kostrikina NA, Chernyh NA, Bonch-Osmolovskaya EA (1999).  Thermoanaerobacter siderophilus sp. nov., a novel dissimilatory Fe(III)-reducing, anaerobic, thermophilic bacterium.  International Journal of Systematic Bacteriology 49(4):1471-1478.",Reducer,Pure,,Thermanaerobacter siderophilus,SR4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermoanaerobacter,siderophilus,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,322.796,,,,,,,Specific growth,0.0719,/h,35.95139632,-2.632479014
9,38,38-A,38-A-01,"Slobodkin A, Tourova TP, Kuznetsov BB, Kostrikina NA, Chernyh NA, Bonch-Osmolovskaya EA (1999).  Thermoanaerobacter siderophilus sp. nov., a novel dissimilatory Fe(III)-reducing, anaerobic, thermophilic bacterium.  International Journal of Systematic Bacteriology 49(4):1471-1478.",Reducer,Pure,,Thermanaerobacter siderophilus,SR4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermoanaerobacter,siderophilus,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,329.7578,,,,,,,Specific growth,0.1284,/h,35.19239553,-2.052604888
9,38,38-A,38-A-01,"Slobodkin A, Tourova TP, Kuznetsov BB, Kostrikina NA, Chernyh NA, Bonch-Osmolovskaya EA (1999).  Thermoanaerobacter siderophilus sp. nov., a novel dissimilatory Fe(III)-reducing, anaerobic, thermophilic bacterium.  International Journal of Systematic Bacteriology 49(4):1471-1478.",Reducer,Pure,,Thermanaerobacter siderophilus,SR4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermoanaerobacter,siderophilus,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,333.8761,,,,,,,Specific growth,0.162,/h,34.75830383,-1.820158944
9,38,38-A,38-A-01,"Slobodkin A, Tourova TP, Kuznetsov BB, Kostrikina NA, Chernyh NA, Bonch-Osmolovskaya EA (1999).  Thermoanaerobacter siderophilus sp. nov., a novel dissimilatory Fe(III)-reducing, anaerobic, thermophilic bacterium.  International Journal of Systematic Bacteriology 49(4):1471-1478.",Reducer,Pure,,Thermanaerobacter siderophilus,SR4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermoanaerobacter,siderophilus,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,337.9022,,,,,,,Specific growth,0.1994,/h,34.34415913,-1.612442421
9,38,38-B,38-B-01,"Slobodkin A, Reysenbach AL, Strutz N, Dreir M, Wiegel J (1997).  Thermoterrabacterium ferrireducens gen. nov., sp. nov., a thermophilic anaerobic dissimilatory Fe(III)-reducing bacterium from a continental hot spring.  Internation Journal of Systematic Bacteriology 47(2):541-547.",Reducer,Pure,,Thermoterrabacterium ferrireducens,JW/AS-Y7T,Clostridiales,Peptococcaceae,Thermoterrabacterium,ferrireducens,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,323.1583,,,,,,,Iron II production,0.0604,mM Fe II/h,35.9110904,-2.806766174
9,38,38-B,38-B-01,"Slobodkin A, Reysenbach AL, Strutz N, Dreir M, Wiegel J (1997).  Thermoterrabacterium ferrireducens gen. nov., sp. nov., a thermophilic anaerobic dissimilatory Fe(III)-reducing bacterium from a continental hot spring.  Internation Journal of Systematic Bacteriology 47(2):541-547.",Reducer,Pure,,Thermoterrabacterium ferrireducens,JW/AS-Y7T,Clostridiales,Peptococcaceae,Thermoterrabacterium,ferrireducens,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,325.0308,,,,,,,Iron II production,0.0839,mM Fe II/h,35.70420688,-2.478129666
9,38,38-B,38-B-01,"Slobodkin A, Reysenbach AL, Strutz N, Dreir M, Wiegel J (1997).  Thermoterrabacterium ferrireducens gen. nov., sp. nov., a thermophilic anaerobic dissimilatory Fe(III)-reducing bacterium from a continental hot spring.  Internation Journal of Systematic Bacteriology 47(2):541-547.",Reducer,Pure,,Thermoterrabacterium ferrireducens,JW/AS-Y7T,Clostridiales,Peptococcaceae,Thermoterrabacterium,ferrireducens,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,327.0881,,,,,,,Iron II production,0.1908,mM Fe II/h,35.47963661,-1.65652952
9,38,38-B,38-B-01,"Slobodkin A, Reysenbach AL, Strutz N, Dreir M, Wiegel J (1997).  Thermoterrabacterium ferrireducens gen. nov., sp. nov., a thermophilic anaerobic dissimilatory Fe(III)-reducing bacterium from a continental hot spring.  Internation Journal of Systematic Bacteriology 47(2):541-547.",Reducer,Pure,,Thermoterrabacterium ferrireducens,JW/AS-Y7T,Clostridiales,Peptococcaceae,Thermoterrabacterium,ferrireducens,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,331.1271,,,,,,,Iron II production,0.4251,mM Fe II/h,35.04686547,-0.855430844
9,38,38-B,38-B-01,"Slobodkin A, Reysenbach AL, Strutz N, Dreir M, Wiegel J (1997).  Thermoterrabacterium ferrireducens gen. nov., sp. nov., a thermophilic anaerobic dissimilatory Fe(III)-reducing bacterium from a continental hot spring.  Internation Journal of Systematic Bacteriology 47(2):541-547.",Reducer,Pure,,Thermoterrabacterium ferrireducens,JW/AS-Y7T,Clostridiales,Peptococcaceae,Thermoterrabacterium,ferrireducens,Iron oxide and yeast,,Iron III,,Iron II,Anaerobic,333.0036,,,,,,,Iron II production,0.4632,mM Fe II/h,34.84937378,-0.769596353
9,39,39-B,39-B-01,"**Oshiki M, Ishii S, Yoshida K, Fujii N, Ishiguro M, Satoh H, Okabe S (2013).  Nitrate-dependent ferrous iron oxidation by anaerobic ammonium oxidation (Anammox) bacteria.  Applied and Environmental Microbiology 79(13):4087-4093.",Reducer,Pure,,Candidatus Brocadia sinica,,Planctomycetales,Planctomycetaceae,Brocadia,sinica,Iron II and nitrate,,Nitrate,7.8,Ammonium,Anaerobic,325.5754,,,,,,,Nitrate reduction,0.0508,mmol/mg protein h,35.64448335,-2.979858924
9,39,39-B,39-B-01,"**Oshiki M, Ishii S, Yoshida K, Fujii N, Ishiguro M, Satoh H, Okabe S (2013).  Nitrate-dependent ferrous iron oxidation by anaerobic ammonium oxidation (Anammox) bacteria.  Applied and Environmental Microbiology 79(13):4087-4093.",Reducer,Pure,,Candidatus Brocadia sinica,,Planctomycetales,Planctomycetaceae,Brocadia,sinica,Iron II and nitrate,,Nitrate,7.8,Ammonium,Anaerobic,322.2932,,,,,,,Nitrate reduction,0.0123,mmol/mg protein h,36.00748302,-4.398156017
9,39,39-B,39-B-01,"**Oshiki M, Ishii S, Yoshida K, Fujii N, Ishiguro M, Satoh H, Okabe S (2013).  Nitrate-dependent ferrous iron oxidation by anaerobic ammonium oxidation (Anammox) bacteria.  Applied and Environmental Microbiology 79(13):4087-4093.",Reducer,Pure,,Candidatus Brocadia sinica,,Planctomycetales,Planctomycetaceae,Brocadia,sinica,Iron II and nitrate,,Nitrate,7.8,Ammonium,Anaerobic,326.5464,,,,,,,Nitrate reduction,0.0617,mmol/mg protein h,35.53849292,-2.785471348
9,39,39-B,39-B-01,"**Oshiki M, Ishii S, Yoshida K, Fujii N, Ishiguro M, Satoh H, Okabe S (2013).  Nitrate-dependent ferrous iron oxidation by anaerobic ammonium oxidation (Anammox) bacteria.  Applied and Environmental Microbiology 79(13):4087-4093.",Reducer,Pure,,Candidatus Brocadia sinica,,Planctomycetales,Planctomycetaceae,Brocadia,sinica,Iron II and nitrate,,Nitrate,7.8,Ammonium,Anaerobic,327.6564,,,,,,,Nitrate reduction,0.081,mmol/mg protein h,35.41809934,-2.513306124
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,323.098,,,,,,,Iron II production,0.1779,um/ml h,35.91779251,-1.726533684
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,326.7255,,,,,,,Iron II production,0.2795,um/ml h,35.51901191,-1.274752986
9,40,40-A,40-A-01,"Sokolova T, Hanel J, Onyenwoke RU, Reysenbach AL, Banta A, Geyer R, Gonzalez JM, Whitman WB, Wiegel J (2007).  Novel chemotrophic, thermophilic, anaerobic bacteria Thermolithobacter ferrireducens gen. nov., sp. nov. and Thermolithobacter carboxydivorans sp. nov.  Extremophiles 11(1):145-157.",Reducer,Pure,,Thermolithobacter ferrireducens,JW/KA-2T,Thermolithobacterales,Thermolithobacteraceae,Thermolithobacter,ferrireducens,Iron III and AQDS,,Iron III,7.3,Iron II,Anaerobic,331.9216,,,,,,,Iron II production,0.3812,um/ml h,34.96297597,-0.964431107
